DEMANDA,QUANTIDADE,DATA_SOLICITAÇÃO,PRAZO_DESEJADO,DATA_APROVAÇÃO,DATA_EMISSAO_NF,PREVISAO_ENTREGA,NUMERO_NF,FORNECEDOR,VALOR_TOTAL_COMPRA,VALOR_FRETE,CREDITO_ICMS,CNPJ_FATURADO,FORMA_PAGAMENTO,NUMERO_PARCELAS,VALOR_UNITARIO,UNIDADES,CATEGORIA_COMPRAS,CATEGORIA_MATERIAL_PCP
20381 WIRE-O - BOBINA PRATAUNICA-7/8,2,2024-03-27,2024-03-25,2024-03-20,2024-03-20,2024-03-27,201506,Lassane,646.8,159.2,96.12,Flora,Boleto,1.0,323.4,CAIXAS,Wire-o,WIRE-O
MP004 ILHOS Nº 54PRETO-U,10000,2024-04-10,2024-03-26,2024-03-26,2023-03-28,2024-04-02,91073,Castro e Castro,245.9,0.0,26.82,Elohim,Boleto,3.0,0.02,UNIDADES,Aviamentos,ILHOS
20378 WIRE-O - BOBINA PRETAUNICA-3/4,1,2024-05-03,2024-04-30,2024-05-02,2024-05-03,2024-05-07,203093,Lassane,335.04,48.33,11.74,Natural,Boleto,4.0,335.04,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-5/8,3,2024-05-03,2024-04-30,2024-05-02,2024-05-03,2024-05-07,203093,Lassane,1316.97,189.58,44.48,Natural,Boleto,4.0,438.99,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,4,2024-05-15,2024-04-30,2024-05-15,2024-05-13,2024-05-15,203418,Lassane,1252.6,181.95,46.37,Bela,Boleto,4.0,313.15,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,7,2024-05-03,2024-04-30,2024-05-02,2024-05-03,2024-05-07,203093,Lassane,2192.05,315.51,72.03,Natural,Boleto,4.0,313.15,CAIXAS,Wire-o,WIRE-O
20381 WIRE-O - BOBINA PRATAUNICA-7/8,2,2024-05-03,2024-04-30,2024-05-02,2024-05-03,2024-05-07,203093,Lassane,646.8,93.12,21.43,Natural,Boleto,4.0,323.4,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-9/16,2,2024-05-03,2024-04-30,2024-05-02,2024-05-03,2024-05-07,203093,Lassane,913.82,134.5,51.32,Natural,Boleto,4.0,456.91,CAIXAS,Wire-o,WIRE-O
20336 FERRAGEM A5UNICA-U,1406,2024-05-06,2024-04-30,2024-05-03,2024-05-06,2024-05-10,10406,US Rings,4170.0,200.0,166.8,Elohim,Boleto,3.0,2.97,UNIDADES,Wire-o,FERRAGEM
20337 FERRAGEM 17X24UNICA-U,3000,2024-05-06,2024-04-30,2024-05-03,2024-05-03,2024-05-10,3397,Naxan,9510.0,189.27,0.0,Natural,Boleto,3.0,3.17,UNIDADES,Wire-o,FERRAGEM
MP115 Percalux Areia 33 180g/m2 Bob 1400 mmUNICA-U,12,2024-04-30,2024-04-30,2024-04-29,2024-04-29,2024-04-29,14244,Jafi Decorações,210.0,0.0,0.0,Gomes,Cartão,1.0,17.5,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-3/4,1,2024-05-15,2024-04-30,2024-05-15,2024-05-16,2024-05-15,203418,Lassane,335.04,48.37,12.4,Bela,Boleto,4.0,335.04,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-5/8,2,2024-05-15,2024-04-30,2024-05-15,2024-05-13,2024-05-15,203418,Lassane,877.98,126.75,32.5,Bela,Boleto,4.0,438.99,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,4,2024-05-15,2024-04-30,2024-05-15,2024-05-13,2024-05-15,203418,Lassane,1252.6,180.84,46.37,Bela,Boleto,4.0,313.15,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-9/16,9,2024-05-15,2024-04-30,2024-05-15,2024-05-13,2024-05-15,203418,Lassane,4112.19,593.67,152.23,Bela,Boleto,4.0,456.91,CAIXAS,Wire-o,WIRE-O
20336 FERRAGEM A5UNICA-U,2000,2024-05-15,2024-05-02,2024-05-09,2024-05-13,2024-05-16,10411,US Rings,6217.47,200.0,233.52,Elohim,Boleto,3.0,3.11,UNIDADES,Wire-o,FERRAGEM
20337 FERRAGEM 17X24UNICA-U,1000,2024-05-15,2024-05-02,2024-05-09,2024-05-10,2024-05-16,3417,Naxan,3170.0,195.8,0.0,Bela,Boleto,3.0,3.17,UNIDADES,Wire-o,FERRAGEM
20336 FERRAGEM A5UNICA-U,574,2024-05-06,2024-05-02,2024-05-02,2024-05-03,2024-05-10,3397,Naxan,1802.36,37.47,0.0,Natural,Boleto,3.0,3.14,UNIDADES,Wire-o,FERRAGEM
Saco Adesivado 22x32 - Colegial/ArgoladoA5,6000,2024-05-08,2024-05-03,2024-05-06,2024-05-06,2024-05-07,12328,Interpel R4,1500.0,15.0,0.0,Projeto,Cartão,5.0,0.25,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 20x25 - Wire-o A5,1500,2024-05-08,2024-05-03,2024-05-06,2024-05-07,2024-05-07,941,Prodesc Benfica Embalagens Ltda Me,450.0,0.0,0.0,Projeto,Cartão,1.0,0.3,UNIDADES,Embalagens,SACO ADESIVADO
MP003 ELASTICO Nº 12Marrom - São José-U,650,2024-05-08,2024-05-03,2024-05-06,2024-05-06,2024-05-13,90923,DSJ Londrina,360.1,58.27,50.2,Projeto,Cartão,3.0,0.55,METROS,Aviamentos,ELASTICO
MP119 Percalux Azul Royal 180g/m2 Bob 1300 MM - JAFIRUNICA-U,100,2024-05-09,2024-05-06,2024-05-07,2024-05-08,2024-05-10,14272,Jafi Decorações,1750.0,0.0,0.0,Projeto,Cartão,3.0,17.5,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Cinza - São José-U,300,2024-05-14,2024-05-07,2024-05-08,2024-05-09,2024-05-14,94804,DSJ Londrina,166.2,44.94,25.34,Projeto,Cartão,3.0,0.55,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMPrata - Cód. 179 Kit-4MM,320,2024-05-14,2024-05-07,2024-05-08,2024-05-08,2024-05-08,893516,Parco Comércio e Serviços,51.96,0.0,10.39,Gomes,Cartão,1.0,0.16,METROS,Aviamentos,FITA DE CETIM
MP004 ILHOS Nº 54PRATA-U,20000,2024-05-14,2024-05-09,2024-05-13,2024-05-14,2024-05-15,93880,Castro e Castro,491.8,0.0,53.65,Elohim,Boleto,2.0,0.02,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54BRANCO-U,10000,2024-05-14,2024-05-09,2024-05-13,2024-05-14,2024-05-15,93880,Castro e Castro,279.9,0.0,30.53,Elohim,Boleto,2.0,0.03,UNIDADES,Resto,ILHOS
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,100,2024-05-17,2024-05-16,2024-05-20,2024-05-20,2024-05-22,94385,Castro e Castro,9.99,0.0,1.09,Elohim,Boleto,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMPreta - Cód. 39-7MM,1000,2024-05-17,2024-05-16,2024-05-20,2024-05-20,2024-05-22,94385,Castro e Castro,99.9,0.0,10.9,Elohim,Boleto,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP111 PELICA CARAMELO 180G/M2 BOB 1300 MMUNICA-U,300,2024-05-21,2024-05-17,2024-05-22,2024-05-24,2024-06-03,25114,Buritama Sintéticos,3952.0,163.79,126.44,Elohim,Boleto,3.0,13.17,METROS,Sintéticos,COURO
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,500,2024-05-21,2024-05-17,2024-05-22,2024-05-24,2024-06-03,25114,Buritama Sintéticos,5269.0,218.37,171.24,Elohim,Boleto,3.0,10.54,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Preto - São José-U,1000,2024-05-20,2024-05-17,2024-05-20,2024-05-21,2024-05-27,105734,DSJ Londrina,554.0,27.6,69.03,Projeto,Cartão,3.0,0.55,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Cinza - São José-U,300,2024-05-20,2024-05-17,2024-05-20,2024-05-21,2024-05-27,105734,DSJ Londrina,166.2,0.0,20.71,Projeto,Cartão,3.0,0.55,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMLaranja - Cód. 25 Kit-4MM,100,2024-05-23,2024-05-20,2024-05-20,2024-05-20,2024-05-22,94385,Castro e Castro,9.99,0.0,1.09,Elohim,Boleto,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Bandeira - Cód. 118 Kit-4MM,200,2024-05-20,2024-05-20,2024-05-24,2024-05-27,2024-05-27,895303,Parco Comércio e Serviços,26.04,0.0,5.21,Gomes,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMLaranja - Cód. 25 Kit-4MM,300,2024-05-20,2024-05-20,2024-05-24,2024-05-27,2024-05-27,895303,Parco Comércio e Serviços,38.97,0.0,7.79,Gomes,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
Pendente Metalicos 30cm Preto,1500,2024-05-27,2024-05-20,2024-05-21,2024-05-31,2024-05-27,204105,Lassane,464.92,110.76,69.08,Elohim,Boleto,1.0,0.31,UNIDADES,Resto,PENDENTE
MP003 ELASTICO Nº 12Azul Marinho - São José-U,2000,2024-06-03,2024-05-22,2024-05-02,,2024-06-03,151261,DSJ Londrina,826.6,14.51,99.19,Universo,Boleto,4.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Royal - São José-U,1300,2024-06-03,2024-05-22,2024-05-24,,2024-06-03,151261,DSJ Londrina,537.29,14.51,64.47,Universo,Boleto,4.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Dourado - São José-U,1000,2024-06-03,2024-05-22,2024-05-24,,2024-06-03,151261,DSJ Londrina,566.2,14.51,67.94,Universo,Boleto,4.0,0.57,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marfim - São José-U,400,2024-06-03,2024-05-22,2024-05-24,,2024-06-03,151261,DSJ Londrina,165.32,14.51,19.84,Universo,Boleto,4.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,1000,2024-06-03,2024-05-22,2024-05-24,,2024-06-03,151261,DSJ Londrina,413.3,14.51,49.6,Universo,Boleto,4.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,3000,2024-06-03,2024-05-22,2024-05-24,,2024-06-03,151261,DSJ Londrina,1239.9,14.51,148.79,Universo,Boleto,4.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Agua - São José-U,200,2024-06-03,2024-05-22,2024-05-24,,2024-06-03,151261,DSJ Londrina,826.6,14.51,99.19,Universo,Boleto,4.0,4.13,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,1200,2024-06-03,2024-05-22,2024-05-24,2024-06-04,2024-06-03,151261,DSJ Londrina,495.96,14.51,59.52,Universo,Boleto,4.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,400,2024-06-03,2024-05-22,2024-05-24,2024-05-28,2024-05-28,4739,Elásticos Monitex,159.6,0.0,0.53,Projeto,Boleto,1.0,0.4,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,1500,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,149.85,0.0,16.35,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarrom - cód. 32-4MM,700,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,69.93,0.0,7.63,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,600,2024-06-03,2024-05-22,2024-05-24,2024-05-27,2024-05-27,895303,Parco Comércio e Serviços,77.94,0.0,15.59,Gomes,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMDourada - Cód. 87 Kit-4MM,1000,2024-06-03,2024-05-22,2024-05-24,2024-05-27,2024-05-27,895303,Parco Comércio e Serviços,129.9,0.0,25.98,Gomes,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,1000,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,99.9,0.0,10.9,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Marinho - Cód. 120 Kit-4MM,1200,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,119.88,0.0,13.08,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,1000,2024-06-03,2024-05-22,2024-05-24,2024-05-27,2024-05-27,895303,Parco Comércio e Serviços,129.9,,25.98,Gomes,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Musgo - cód. 108 Kit-7MM,1000,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,99.9,0.0,10.9,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm Verde Piscina - Cód. 181 Kit,500,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,88.0,0.0,9.6,Elohim,Boleto,3.0,0.18,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMDourada - Cód. 87 Kit-7MM,1200,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,211.2,0.0,23.04,Elohim,Boleto,3.0,0.18,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Marinho - Cód. 120 Kit-7MM,1000,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,99.9,0.0,10.9,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,700,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,69.93,0.0,7.63,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarfim - Cód.02 Kit-4MM,500,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,49.95,0.0,5.45,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarrom - cód. 32-7MM,700,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,69.93,0.0,7.63,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMPreta - Cód. 39-7MM,1300,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,129.87,0.0,14.17,Elohim,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 11x18+3 Aba - Melissa Agenda 9x13,1000,2024-06-03,2024-05-22,2024-05-22,2024-05-22,2024-05-24,196076,Interpel R4,86.0,15.0,0.0,Projeto,Cartão,5.0,0.09,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 15x15 - Calendario Mesa,2500,2024-06-03,2024-05-22,2024-05-22,2024-05-22,2024-05-24,196076,Interpel R4,220.0,0.0,0.0,Projeto,Cartão,5.0,0.09,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 16x25 - Caderneta,300,2024-06-03,2024-05-22,2024-05-22,2024-05-22,2024-05-24,196076,Interpel R4,45.66,0.0,0.0,Projeto,Cartão,5.0,0.15,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 20x25 - Wire-o A5,2500,2024-06-03,2024-05-22,2024-05-22,2024-05-22,2024-05-24,196076,Interpel R4,422.5,0.0,0.0,Projeto,Cartão,5.0,0.17,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 22x32 - Colegial/ArgoladoA5,1000,2024-06-03,2024-05-22,2024-05-22,2024-05-22,2024-05-24,196076,Interpel R4,250.0,0.0,0.0,Projeto,Cartão,5.0,0.25,UNIDADES,Embalagens,SACO ADESIVADO
MP004 ILHOS Nº 54PRETO-U,40000,2024-06-03,2024-05-22,2024-05-24,2024-05-24,2024-05-28,94728,Castro e Castro,938.6,0.0,107.29,Elohim,Boleto,3.0,0.02,UNIDADES,Resto,ILHOS
20336 FERRAGEM A5UNICA-U,1800,2024-06-03,2024-05-22,2024-05-27,2024-06-03,2024-06-03,10424,US Rings,5329.26,238.65,200.16,Elohim,Boleto,3.0,2.96,UNIDADES,Wire-o,FERRAGEM
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,100,2024-06-03,2024-05-22,2024-05-22,2024-05-24,2024-06-03,25114,Buritama Sintéticos,759.0,815.12,24.67,Elohim,Boleto,3.0,7.59,METROS,Sintéticos,COURO
Pendente Metalicos 30cm Preto,1000,2024-06-03,2024-05-22,2024-06-13,2024-06-13,2024-06-17,204534,Lassane,320.02,0.0,40.89,Universo,Boleto,5.0,0.32,UNIDADES,Wire-o,PENDENTE
Percalux Verde Musgo 180g/m2 Bob 1400 mm,13,2024-05-27,2024-05-24,2024-05-24,2024-05-24,2024-05-24,14320,Jafi Decorações,227.5,0.0,0.0,Gomes,Cartão,1.0,17.5,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Limão - São José-U,30,2024-05-24,2024-05-24,2024-05-21,2024-05-21,2024-05-21,101609,Malharia Alto,21.9,25.0,0.0,Projeto,Pix,1.0,0.73,METROS,Aviamentos,ELASTICO
Papelao 1250 g/m2 800 x 1000 - 1.90mm,6000,2024-07-03,2024-05-27,2024-06-04,2024-06-25,2024-07-03,37301,Papelão União,30877.92,2213.76,3978.12,Natural,Boleto,4.0,5.15,UNIDADES,Papelão,PAPELAO
MP003 ELASTICO Nº 12Vinho - Monitex-U,600,2024-06-03,2024-05-22,2024-05-28,2024-05-29,2024-05-28,4742,Elásticos Monitex,239.4,0.0,0.79,Projeto,Boleto,1.0,0.4,METROS,Aviamentos,ELASTICO
Saco Adesivado 22x32 - Colegial/ArgoladoA5,1500,2024-06-10,2024-06-03,2024-06-04,2024-06-04,2024-06-07,196529,Interpel R4,375.0,15.0,0.0,Gomes,Cartão,3.0,0.25,UNIDADES,Embalagens,SACO ADESIVADO
20378 WIRE-O - BOBINA PRETAUNICA-1 1/4,38,2024-06-10,2024-06-03,2024-06-13,2024-06-13,2024-06-17,204534,Lassane,9685.55,0.0,1237.74,Universo,Boleto,5.0,254.88,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,7,2024-06-10,2024-06-03,2024-06-13,2024-06-13,2024-06-17,204534,Lassane,2421.5,0.0,309.45,Universo,Boleto,5.0,345.93,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/8,2,2024-06-10,2024-06-03,2024-06-13,2024-06-13,2024-06-17,204534,Lassane,1112.27,0.0,142.14,Universo,Boleto,5.0,556.14,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,8,2024-06-10,2024-06-03,2024-06-13,2024-06-13,2024-06-17,204534,Lassane,2586.62,0.0,330.55,Universo,Boleto,5.0,323.33,CAIXAS,Wire-o,WIRE-O
MP109 Pelica Rosa Bebe 180g/m2 Bob 1400 mm - Cor 8339UNICA-U,300,2024-06-10,2024-06-03,2024-06-04,2024-06-13,2024-06-14,25206,Buritama Sintéticos,3060.33,225.0,414.96,Elohim,Boleto,3.0,10.2,METROS,Sintéticos,COURO
MP102 PELICA AZUL MARINHO 180G/M2 BOB 1300 MM - COR 274UNICA-U,300,2024-06-10,2024-06-03,2024-06-04,2024-06-13,2024-06-14,25206,Buritama Sintéticos,3060.33,225.0,414.96,Elohim,Boleto,3.0,10.2,METROS,Sintéticos,COURO
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,1,2024-06-14,2024-06-11,2024-06-13,2024-06-13,2024-06-17,204532,Lassane,323.38,29.27,41.09,Universo,Boleto,3.0,323.38,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Marfim - São José-U,200,2024-06-17,2024-06-11,2024-06-11,2024-06-13,2024-06-17,128836,DSJ Londrina,110.8,27.6,13.81,Projeto,Cartão,3.0,0.55,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,300,2024-06-17,2024-06-11,2024-06-11,2024-06-13,2024-06-17,128836,DSJ Londrina,166.2,0.0,20.71,Projeto,Cartão,3.0,0.55,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,700,2024-06-17,2024-06-11,2024-06-11,2024-06-13,2024-06-17,128836,DSJ Londrina,387.8,27.6,48.32,Projeto,Cartão,3.0,0.55,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,100,2024-06-17,2024-06-11,2024-06-11,2024-06-13,2024-06-17,128836,DSJ Londrina,55.4,0.0,57.52,Projeto,Cartão,3.0,0.55,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,1200,2024-06-17,2024-06-11,2024-06-13,2024-06-13,2024-06-13,897099,Parco Comércio e Serviços,119.88,0.0,23.98,Projeto,Cartão,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 20x25 - Wire-o A5,2000,2024-06-17,2024-06-11,2024-06-13,2024-06-18,2024-06-17,1075,Jofer Benfica Embalagens Ltda,600.0,0.0,0.0,Gomes,Cartão,1.0,0.3,UNIDADES,Embalagens,SACO ADESIVADO
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,300,2024-06-17,2024-06-11,2024-06-13,2024-06-24,2024-06-25,25252,Buritama Sintéticos,2967.4,0.0,344.88,Elohim,Boleto,3.0,9.89,METROS,Sintéticos,COURO
MP112 PELICA VERMELHO QUENTE 180G/M2 BOB 1300 MMUNICA-U,300,2024-06-17,2024-06-11,2024-06-18,2024-06-25,2024-06-28,25260,Buritama Sintéticos,3461.97,0.0,402.36,Elohim,Boleto,3.0,11.54,METROS,Sintéticos,COURO
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,100,2024-06-17,2024-06-11,2024-06-13,2024-06-24,2024-06-25,25252,Buritama Sintéticos,783.57,0.0,91.08,Elohim,Boleto,3.0,7.84,METROS,Sintéticos,COURO
20347 PEVECRON - CEDRO PRETO 180G/M2 BOB 1400 MMUNICA-U,50,2024-06-17,2024-06-11,2024-06-13,2024-06-14,2024-06-18,5611,Belo Plástico,1058.4,0.0,0.0,Projeto,Cartão,6.0,21.17,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-7/8,10,2024-06-10,2024-06-03,2024-06-13,2024-06-13,2024-06-13,204532,Lassane,3535.49,297.7,410.9,Universo,Boleto,3.0,353.55,CAIXAS,Wire-o,WIRE-O
20381 WIRE-O - BOBINA PRATAUNICA-7/8,4,2024-07-01,2024-06-24,2024-06-25,2024-06-26,2024-07-01,204982,Lassane,1339.47,121.68,169.37,Universo,Boleto,3.0,334.87,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Azul Marinho - São José-U,1800,2024-07-01,2024-06-24,2024-06-24,2024-06-28,2024-07-05,152134,DSJ Londrina,743.94,0.0,89.27,Universo,Boleto,3.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Royal - São José-U,800,2024-07-01,2024-06-24,2024-06-24,2024-06-28,2024-07-05,152134,DSJ Londrina,330.64,0.0,39.68,Universo,Boleto,3.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marfim - São José-U,200,2024-07-01,2024-06-24,2024-06-24,2024-06-28,2024-07-05,152134,DSJ Londrina,82.66,0.0,9.92,Universo,Boleto,3.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,1000,2024-07-01,2024-06-24,2024-06-24,2024-06-28,2024-07-05,152134,DSJ Londrina,413.3,0.0,49.6,Universo,Boleto,3.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,2500,2024-07-01,2024-06-24,2024-06-24,2024-06-28,2024-07-05,152134,DSJ Londrina,1033.25,0.0,123.99,Universo,Boleto,3.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,1000,2024-07-01,2024-06-24,2024-06-24,2024-06-28,2024-07-05,152134,DSJ Londrina,413.3,0.0,49.6,Universo,Boleto,3.0,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,400,2024-07-01,2024-06-24,2024-06-25,2024-07-01,2024-07-03,4762,Elásticos Monitex,159.6,0.0,0.53,Projeto,Boleto,1.0,0.4,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMAzul Marinho - Cód. 120 Kit-4MM,200,2024-07-01,2024-06-24,2024-06-25,2024-06-28,2024-06-07,96926,Castro e Castro,19.98,0.0,2.18,Elohim,Boleto,2.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,200,2024-07-01,2024-06-24,2024-06-25,2024-06-28,2024-06-27,96926,Castro e Castro,19.98,0.0,2.18,Elohim,Boleto,2.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,1000,2024-07-01,2024-06-24,2024-06-26,2024-06-27,2024-06-27,898491,Parco Comércio e Serviços,129.9,0.0,25.98,Gomes,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,300,2024-07-01,2024-06-24,2024-06-26,2024-06-27,2024-06-27,898491,Parco Comércio e Serviços,38.97,0.0,7.79,Gomes,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Bandeira - Cód. 118 Kit-4MM,200,2024-07-01,2024-06-24,2024-06-25,2024-06-28,2024-06-27,96926,Castro e Castro,19.98,0.0,2.18,Elohim,Boleto,2.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAmarelo Ouro - Cód. 132 Kit-7MM,200,2024-07-01,2024-06-24,2024-06-25,2024-06-28,2024-06-27,96926,Castro e Castro,19.98,0.0,2.18,Elohim,Boleto,2.0,0.1,METROS,Aviamentos,FITA DE CETIM
